"TIF Number","TIF District","Report Year","Tax Allocation Fund Balance","Property Tax Increment - Current","Property Tax Increment - Cumulative","Interest - Current","Interest - Cumulative","Land/Building - Current","Land/Building - Cumulative","Bond - Current","Bond - Cumulative","Note - Current","Note - Cumulative","Municipal - Current","Municipal - Cumulative","Revenue from Other Sources","Revenue from Private Sources","Private - Current","Cash Expenses","Distribution of Surplus","Transfers - Municipal","Total Expenditure","Net Income","Fund Balance","Description of Debt Obligations","Amount of Original Debt Issuance","Amount Designated - Debt Obligations","Descriptions of Project Costs to be Paid","Amount Designated - Project Costs","Surplus/Deficit"
"T-077","Lincoln Avenue","2024","$11,295,155","$5,063,221","$65,873,404","$385,681","$4,608,355","$0","$0","$0","$29,841,980","$0","$0","$0","$22,342,064","$0","$0","$0","$6,950,728","$442,806","$0","$7,393,534","$-1,944,632","$9,350,523","0","$0","$0","Restricted for future redevelopment project costs","$9,350,523","$0"
"T-081","Belmont/Central","2024","$37,794,702","$6,448,411","$80,833,325","$1,122,329","$3,529,533","$0","$0","$0","$0","$0","$0","$0","$938","$805,000","$0","$0","$5,574,320","$1,781,140","$9,000,000","$16,355,460","$-8,784,720","$29,009,982","0","$0","$0","Restricted for future redevelopment project costs","$28,835,558","$174,424"
"T-082","Belmont/Cicero","2024","$7,881,556","$1,489,999","$26,032,835","$212,353","$917,914","$0","$0","$0","$0","$0","$0","$0","$0","$789","$0","$0","$1,640,167","$7,964,273","$0","$9,604,440","$-7,881,556","$0","0","$0","$0",,"$0","$0"
"T-083","West Irving Park","2024","$9,303,317","$1,919,895","$24,809,205","$171,709","$959,979","$0","$0","$0","$0","$0","$0","$0","$2,500,000","$0","$0","$0","$972,426","$10,422,495","$0","$11,394,921","$-9,303,317","$0","0","$0","$0",,"$0","$0"
"T-084","Western Avenue North","2024","$41,872,247","$11,534,748","$144,061,536","$1,626,363","$4,009,263","$0","$0","$0","$0","$0","$0","$0","$2,250,000","$1,008,826","$0","$0","$46,200,060","$7,883,298","$950,000","$55,033,358","$-41,872,247","$0","0","$0","$0",,"$0","$0"
"T-085","Western Avenue South","2024","$60,819,435","$13,673,894","$166,319,150","$1,192,524","$4,833,755","$0","$0","$0","$0","$0","$0","$0","$250,000","$3,003,500","$0","$0","$18,540,195","$57,145,658","$0","$75,685,853","$-60,819,435","$0","0","$0","$0",,"$0","$0"
"T-086","Central West","2024","$104,973,190","$48,891,807","$440,174,821","$1,203,409","$9,748,256","$0","$563,393","$0","$32,332,846","$0","$0","$0","$70,617,714","$1,572","$0","$0","$23,093,717","$38,586,082","$0","$61,679,799","$-11,584,583","$93,388,607","0","$0","$0","Restricted for future redevelopment project costs","$80,336,538","$13,052,069"
"T-087","Fullerton/Milwaukee","2024","$64,432,085","$21,911,518","$192,573,767","$1,395,024","$5,980,759","$0","$0","$0","$35,769,001","$0","$0","$0","$52,044","$1,857,244","$0","$0","$6,119,198","$18,500,738","$0","$24,619,936","$-1,270,044","$63,162,041","0","$24,490,000","$0","Restricted for future redevelopment project costs","$63,011,079","$150,962"
"T-088","Lawrence/Kedzie","2024","$33,278,911","$13,215,396","$161,119,915","$458,156","$4,604,334","$0","$0","$0","$56,303,811","$0","$0","$0","$3,500,000","$1,000,000","$0","$0","$8,815,673","$0","$0","$8,815,673","$4,857,879","$38,136,790","0","$39,580,000","$0","Restricted for future redevelopment project costs","$36,820,627","$1,316,163"
"T-089","Midway Industrial Corridor","2024","$10,454,386","$4,012,944","$58,502,883","$241,230","$1,149,986","$0","$0","$0","$0","$0","$0","$0","$0","$12,917","$0","$0","$373,740","$10,834,820","$3,500,000","$14,708,560","$-10,454,386","$0","0","$0","$0",,"$0","$0"
"T-091","Peterson/Pulaski","2024","$5,747,385","$1,904,417","$23,639,924","$59,583","$987,229","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$361,016","$7,350,369","$0","$7,711,385","$-5,747,385","$0","0","$0","$0",,"$0","$0"
"T-092","Greater Southwest Industrial (West)","2024","$6,571,330","$162,664","$14,885,307","$122,316","$1,094,319","$0","$0","$0","$0","$0","$0","$0","$976,540","$76,096","$0","$0","$6,168","$6,916,374","$0","$6,922,542","$-6,571,330","$0","0","$0","$0",,"$0","$0"
"T-093","South Chicago","2024","$7,412,172","$945,299","$23,748,843","$119,407","$1,123,354","$0","$0","$0","$0","$0","$0","$0","$0","$1,200,000","$0","$0","$119,861","$0","$0","$119,861","$944,845","$8,357,017","0","$0","$0","Restricted for future redevelopment project costs","$8,269,304","$87,713"
"T-094","Chicago/Kingsbury","2024","$49,763,249","$36,569,696","$453,452,429","$524,893","$5,351,626","$0","$0","$0","$0","$0","$0","$0","$0","$15,265","$0","$0","$11,397,750","$75,460,088","$0","$86,857,838","$-49,763,249","$0","0","$0","$0",,"$0","$0"
"T-095","Midwest","2024","$89,476,315","$21,751,348","$305,102,569","$1,464,111","$10,645,315","$0","$0","$0","$30,373,738","$0","$0","$0","$17,354,510","$4,924,000","$0","$0","$23,359,525","$0","$2,040,000","$25,399,525","$-2,184,066","$87,292,249","0","$0","$0","Restricted for future redevelopment project costs","$87,292,249","$0"
"T-096","Cicero/Archer","2024","$6,456,563","$840,933","$16,519,545","$310,881","$1,057,797","$0","$0","$0","$0","$0","$0","$0","$0","$1,626","$0","$0","$401,015","$5,207,362","$2,000,000","$7,608,377","$-6,456,563","$0","0","$0","$0",,"$0","$0"
"T-097","51st/Archer","2024","$10,942,353","$1,734,783","$20,084,191","$177,521","$3,695,880","$0","$0","$0","$40,099,669","$0","$0","$0","$50,979,035","$280,650","$0","$0","$3,453,980","$9,414,873","$0","$12,868,853","$-10,942,353","$0","0","$8,825,000","$0",,"$0","$0"
"T-098","63rd/Pulaski","2024","$9,239,627","$2,844,026","$44,238,125","$146,633","$967,135","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$1,521,115","$0","$0","$1,521,115","$1,469,544","$10,709,171","0","$0","$0","Restricted for future redevelopment project costs","$10,545,073","$164,098"
"T-099","Archer/Central","2024","$3,746,277","$704,924","$13,360,997","$61,696","$420,410","$0","$0","$0","$0","$0","$0","$0","$240,000","$0","$0","$0","$573,667","$3,939,230","$0","$4,512,897","$-3,746,277","$0","0","$0","$0",,"$0","$0"
"T-100","Ohio/Wabash","2024","$31,188","$2,872,074","$35,345,297","$132,892","$343,669","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$2,872,074","$164,080","$0","$3,036,154","$-31,188","$0","0","$0","$0",,"$0","$0"
"T-101","Jefferson/Roosevelt","2024","$52,185,026","$14,204,784","$143,213,099","$792,735","$2,413,782","$0","$0","$0","$0","$0","$0","$0","$12,500,000","$0","$0","$0","$2,757,585","$59,424,960","$5,000,000","$67,182,545","$-52,185,026","$0","0","$0","$0",,"$0","$0"
"T-103","Lake Calumet Area Industrial","2024","$25,924,912","$5,893,876","$75,940,089","$696,182","$2,602,346","$0","$0","$0","$0","$0","$0","$0","$4,284,000","$23,684","$0","$0","$5,086,744","$0","$5,088,000","$10,174,744","$-3,584,686","$22,340,226","0","$0","$0","Restricted for future redevelopment project costs","$20,530,700","$1,809,526"
"T-104","River West","2024","$103,391,005","$42,617,890","$388,282,868","$2,586,301","$9,652,145","$0","$1,825,083","$0","$0","$0","$0","$0","$0","$10,940","$0","$0","$1,966,218","$70,716,244","$0","$72,682,462","$-27,478,271","$75,912,734","0","$0","$0","Restricted for future redevelopment project costs","$24,653,154","$51,259,580"
"T-105","53rd Street","2024","$20,621,753","$8,252,099","$64,072,124","$329,443","$1,210,681","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$97,147","$3,936,702","$0","$4,033,849","$4,547,693","$25,169,446","0","$0","$0","Restricted for future redevelopment project costs","$20,366,393","$4,803,053"
"T-106","Englewood Neighborhood","2024","$28,985,089","$2,893,966","$78,391,396","$760,454","$3,903,057","$0","$0","$0","$0","$0","$0","$0","$0","$750,000","$0","$0","$485,483","$0","$5,400,000","$5,885,483","$-2,231,063","$26,754,026","0","$0","$0","Restricted for future redevelopment project costs","$26,289,886","$464,140"
"T-107","Division/Homan","2024","$13,878,070","$3,932,831","$33,143,723","$150,711","$1,186,581","$0","$0","$0","$0","$0","$0","$0","$0","$1,000,000","$0","$0","$27,569","$0","$0","$27,569","$4,055,973","$17,934,043","0","$0","$0","Restricted for future redevelopment project costs","$10,192,647","$7,741,396"
"T-108","Humboldt Park Commercial","2024","$26,463,971","$7,889,160","$75,638,603","$344,859","$2,168,758","$0","$0","$0","$0","$0","$0","$0","$0","$1,191,271","$0","$0","$2,103,028","$0","$0","$2,103,028","$6,130,991","$32,594,962","0","$0","$0","Restricted for future redevelopment project costs","$22,369,264","$10,225,698"
"T-109","Lawrence/Broadway","2024","$39,640,687","$8,451,752","$85,803,157","$1,090,945","$2,911,228","$0","$0","$0","$0","$0","$0","$0","$95,185,504","$0","$0","$0","$4,667,900","$0","$575,824","$5,243,724","$4,298,973","$43,939,660","0","$0","$0","Restricted for future redevelopment project costs","$43,939,660","$0"
"T-110","Wilson Yard","2024","$24,339,925","$15,006,653","$170,430,218","$344,047","$2,122,220","$0","$0","$0","$6,580,417","$0","$0","$0","$32,869,153","$0","$0","$0","$299,335","$4,338,201","$0","$4,637,536","$10,713,164","$35,053,089","0","$0","$0","Restricted for future redevelopment project costs","$30,109,076","$4,944,013"
"T-111","105th/Vincennes","2024","$7,802,646","$2,162,655","$14,144,633","$86,650","$387,078","$0","$0","$0","$0","$0","$0","$0","$2,320,284","$0","$0","$0","$41,816","$0","$0","$41,816","$2,207,489","$10,010,135","0","$0","$0","Restricted for future redevelopment project costs","$10,010,135","$0"
"T-112","79th/Southwest Highway","2024","$12,111,957","$3,532,923","$32,104,266","$247,106","$1,264,374","$0","$0","$0","$0","$0","$0","$0","$0","$1,523","$0","$0","$276,010","$0","$2,000,000","$2,276,010","$1,504,019","$13,615,976","0","$0","$0","Restricted for future redevelopment project costs","$13,474,012","$141,964"
"T-113","Roseland/Michigan","2024","$1,371,176","$356,947","$9,572,365","$71,910","$286,082","$0","$0","$0","$0","$0","$0","$0","$719,405","$0","$0","$0","$266,330","$0","$938,013","$1,204,343","$-775,486","$595,690","0","$0","$0","Restricted for future redevelopment project costs","$595,690","$0"
"T-114","119th/Halsted","2024","$6,884,699","$1,169,232","$16,160,530","$141,444","$763,726","$0","$0","$0","$0","$0","$0","$0","$97,500","$873,905","$0","$0","$1,992,791","$0","$0","$1,992,791","$-682,115","$6,202,584","0","$0","$0","Restricted for future redevelopment project costs","$6,202,584","$0"
"T-115","Chicago/Central Park","2024","$51,815,491","$10,766,661","$125,129,861","$640,146","$7,545,634","$0","$0","$0","$129,651,674","$0","$0","$18,986,568","$142,534,530","$3,168,157","$0","$0","$8,614,793","$0","$0","$8,614,793","$21,996,232","$73,811,723","0","$51,745,000","$3,807,113","Restricted for future redevelopment project costs","$70,004,610","$0"
"T-116","Lawrence/Pulaski","2024","$13,418,076","$2,827,391","$32,909,790","$194,117","$1,189,343","$0","$0","$0","$0","$0","$0","$0","$2,900,000","$0","$0","$0","$632,992","$0","$0","$632,992","$2,388,516","$15,806,592","0","$0","$0","Restricted for future redevelopment project costs","$15,806,592","$0"
"T-117","47th/Ashland","2024","$13,383,701","$3,812,217","$54,838,039","$-73,179","$1,680,651","$0","$0","$0","$19,970,981","$0","$0","$8,666,667","$11,097,980","$886,381","$0","$0","$7,456,891","$0","$0","$7,456,891","$5,044,732","$18,428,433","0","$18,675,000","$1,922,660","Restricted for future redevelopment project costs","$16,505,773","$0"
"T-118","47th/King Drive","2024","$67,980,226","$13,152,666","$162,507,813","$1,279,506","$5,375,928","$0","$0","$0","$0","$0","$0","$0","$0","$1,112","$0","$0","$11,382,731","$0","$0","$11,382,731","$3,049,441","$71,029,667","0","$0","$0","Restricted for future redevelopment project costs","$71,029,667","$0"
"T-119","Lakefront","2024","$1,980,285","$405,076","$6,339,706","$32,947","$177,577","$0","$0","$0","$0","$0","$0","$0","$0","$1,025","$0","$0","$302,297","$0","$0","$302,297","$135,726","$2,116,011","0","$0","$0","Restricted for future redevelopment project costs","$2,116,011","$0"
"T-121","47th/Halsted","2024","$24,864,220","$4,098,894","$61,466,103","$960,125","$2,960,774","$0","$0","$0","$0","$0","$0","$0","$3,950,064","$150","$0","$0","$3,379,099","$0","$8,666,667","$12,045,766","$-6,986,747","$17,877,473","0","$0","$0","Restricted for future redevelopment project costs","$17,877,473","$0"
"T-123","Avalon Park/South Shore","2024","$2,626,331","$837,757","$12,149,227","$26,936","$415,520","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$269,928","$0","$0","$269,928","$594,765","$3,221,096","0","$0","$0","Restricted for future redevelopment project costs","$3,221,096","$0"
"T-124","67th/Cicero","2024","$1,412,280","$496,277","$6,167,730","$19,296","$149,564","$0","$0","$0","$0","$0","$0","$0","$3,284,023","$0","$0","$0","$348,597","$0","$0","$348,597","$166,976","$1,579,256","0","$0","$0","Restricted for future redevelopment project costs","$1,579,256","$0"
"T-125","119th/I-57","2024","$10,773,335","$2,981,970","$45,401,269","$156,349","$1,130,990","$0","$0","$0","$0","$0","$0","$0","$950,000","$1,000,000","$0","$0","$1,978,063","$0","$0","$1,978,063","$1,160,256","$11,933,591","0","$0","$0","Restricted for future redevelopment project costs","$11,933,591","$0"
"T-126","Madden/Wells","2024","$7,469,787","$1,912,855","$21,775,311","$121,367","$669,719","$0","$0","$0","$0","$0","$0","$0","$1,051,820","$0","$0","$0","$1,059,842","$0","$0","$1,059,842","$974,380","$8,444,167","0","$0","$0","Restricted for future redevelopment project costs","$8,444,167","$0"
"T-127","87th/Cottage Grove","2024","$12,343,563","$2,093,730","$39,027,274","$235,241","$1,061,226","$0","$0","$0","$0","$0","$0","$0","$1,375,000","$0","$0","$0","$35,210","$0","$1,600,000","$1,635,210","$693,761","$13,037,324","0","$0","$0","Restricted for future redevelopment project costs","$13,037,324","$0"
"T-128","Commercial Avenue","2024","$13,571,783","$1,530,708","$29,196,697","$214,556","$1,594,625","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$10,886","$0","$0","$10,886","$1,734,378","$15,306,161","0","$0","$0","Restricted for future redevelopment project costs","$15,306,161","$0"
"T-129","Diversey/Narragansett","2024","$6,610,086","$3,424,119","$44,685,370","$148,769","$660,732","$0","$0","$0","$0","$0","$0","$9,000,000","$9,000,000","$0","$0","$0","$13,014,298","$0","$0","$13,014,298","$-441,410","$6,168,676","0","$0","$0","Restricted for future redevelopment project costs","$6,168,676","$0"
"T-130","Edgewater/Ashland","2024","$4,563,882","$1,072,300","$12,070,750","$60,413","$833,256","$0","$0","$0","$0","$0","$0","$0","$1,400,000","$0","$0","$0","$16,215","$152,072","$0","$168,287","$964,426","$5,528,308","0","$0","$0","Restricted for future redevelopment project costs","$5,528,308","$0"
"T-131","35th/State","2024","$6,862,604","$1,968,584","$32,518,095","$126,994","$334,169","$0","$0","$0","$0","$0","$0","$0","$9,500,000","$41,491","$0","$0","$1,878,866","$0","$0","$1,878,866","$216,712","$7,079,316","0","$0","$0","Restricted for future redevelopment project costs","$7,079,316","$0"
"T-133","83rd/Stewart","2024","$801,852","$1,465,649","$16,198,916","$32,027","$114,645","$0","$0","$0","$0","$0","$0","$0","$0","$64,052","$0","$0","$632,840","$0","$0","$632,840","$864,836","$1,666,688","0","$0","$0","Restricted for future redevelopment project costs","$1,666,688","$0"
"T-134","Devon/Sheridan","2024","$7,473,714","$3,554,126","$21,544,838","$121,289","$604,830","$0","$0","$0","$0","$0","$0","$0","$12,728,430","$500,000","$0","$0","$2,317,460","$0","$0","$2,317,460","$1,357,955","$8,831,669","0","$0","$0","Restricted for future redevelopment project costs","$8,831,669","$0"
"T-135","Pratt/Ridge Industrial Park Conservation Area","2024","$5,738,836","$887,474","$7,444,041","$77,732","$318,440","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$13,669","$0","$0","$13,669","$951,537","$6,690,373","0","$0","$0","Restricted for future redevelopment project costs","$6,690,373","$0"
"T-136","47th/State","2024","$18,899,003","$3,147,342","$33,025,013","$303,985","$1,893,052","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$1,648,399","$0","$0","$1,648,399","$1,802,928","$20,701,931","0","$0","$0","Restricted for future redevelopment project costs","$20,701,931","$0"
"T-140","79th/Cicero","2024","$1,150,898","$581,216","$9,048,483","$12,023","$78,430","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$589,995","$0","$0","$589,995","$3,244","$1,154,142","0","$0","$0","Restricted for future redevelopment project costs","$1,154,142","$0"
"T-141","26th/King Drive","2024","$6,147,581","$1,030,755","$12,985,088","$86,221","$336,797","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$15,445","$0","$0","$15,445","$1,101,531","$7,249,112","0","$0","$0","Restricted for future redevelopment project costs","$7,249,112","$0"
"T-142","Western/Rock Island","2024","$5,577,567","$1,776,306","$22,024,390","$113,741","$489,913","$0","$0","$0","$0","$0","$0","$0","$6,031,115","$0","$0","$0","$639,515","$0","$0","$639,515","$1,250,532","$6,828,099","0","$0","$0","Restricted for future redevelopment project costs","$6,828,099","$0"
"T-143","63rd/Ashland","2024","$5,019,463","$462,049","$12,093,677","$87,750","$679,398","$0","$0","$0","$0","$0","$0","$0","$5,400,000","$5,452","$0","$0","$245,234","$0","$0","$245,234","$304,565","$5,324,028","0","$0","$0","Restricted for future redevelopment project costs","$5,324,028","$0"
"T-144","Harrison/Central","2024","$3,466,508","$2,049,522","$10,597,705","$60,917","$205,558","$0","$0","$0","$0","$0","$0","$0","$7,925,254","$1,000,000","$0","$0","$1,461,497","$0","$0","$1,461,497","$648,942","$4,115,450","0","$0","$0","Restricted for future redevelopment project costs","$4,115,450","$0"
"T-145","73rd/University","2024","$2,086,132","$52,938","$6,401,662","$47,132","$269,887","$0","$0","$0","$0","$0","$0","$0","$0","$2,815","$0","$0","$186,431","$0","$0","$186,431","$-86,361","$1,999,771","0","$0","$0","Restricted for future redevelopment project costs","$1,999,771","$0"
"T-146","Touhy/Western","2024","$3,830,285","$1,234,071","$10,046,229","$110,283","$1,158,103","$0","$0","$0","$29,259,204","$0","$0","$0","$28,166,552","$717,428","$0","$0","$1,153,858","$0","$0","$1,153,858","$251,743","$4,082,028","0","$24,535,000","$464,895","Restricted for future redevelopment project costs","$3,617,133","$0"
